opp_id,account_id,deal_name,stage,amount,close_date,probability,next_step
OPP-00506,SF-00258,Utilize Visionary Solutions,Proposal,149501.57,2026-03-28,50,Girl college manage eight report century.
OPP-00507,SF-00258,Optimize Clicks-And-Mortar Relationships,Proposal,413374.23,2026-03-28,50,Provide recently data serve quality.
OPP-00508,SF-00259,Transform Cross-Media Architectures,Negotiation,410114.84,2026-03-28,75,Or radio range against its father imagine.
OPP-00509,SF-00259,Drive Wireless Systems,Closed Won,412348.88,2026-03-28,100,
OPP-00510,SF-00259,Revolutionize Interactive Solutions,Negotiation,191970.08,2026-03-28,75,Wish team authority life now.
OPP-00511,SF-00260,Architect Holistic Users,Qualification,340876.31,2026-03-28,25,Election use my range laugh likely.
OPP-00512,SF-00260,Maximize 24/365 Deliverables,Negotiation,172800.76,2026-03-28,75,Idea economy main Mrs senior news establish.
OPP-00513,SF-00260,Grow E-Business Functionalities,Qualification,283531.49,2026-03-28,25,Move she at wait be machine.
OPP-00514,SF-00261,E-Enable E-Business Convergence,Prospecting,238335.88,2026-03-28,10,Under everything course image behind visit order will.
OPP-00515,SF-00261,Scale 24/7 Methodologies,Negotiation,409139.19,2026-03-28,75,Deep worker reduce future quickly son.
OPP-00516,SF-00261,Mesh Intuitive Solutions,Closed Won,303024.02,2026-03-28,100,
OPP-00517,SF-00262,Extend Rich E-Business,Qualification,170161.63,2026-03-28,25,Size sure reduce parent.
OPP-00518,SF-00263,Incentivize Scalable Functionalities,Qualification,452643.89,2026-03-28,25,Like father house major call order.
OPP-00519,SF-00263,Transform Killer Metrics,Prospecting,258228.93,2026-03-28,10,Who material hospital mother mention paper site skin.
OPP-00520,SF-00263,Synthesize End-To-End Content,Negotiation,435898.67,2026-03-28,75,Its level from dark rise.
OPP-00521,SF-00264,Scale Visionary Solutions,Closed Won,158075.8,2026-03-28,100,
OPP-00522,SF-00264,Facilitate Next-Generation Partnerships,Closed Won,328083.04,2026-03-28,100,
OPP-00523,SF-00265,Synthesize Intuitive Networks,Qualification,496416.22,2026-03-28,25,Successful go decide window who should.
OPP-00524,SF-00265,Enable 24/7 Mindshare,Negotiation,196320.33,2026-03-28,75,Blood production factor term study six stand.
OPP-00525,SF-00266,Syndicate Distributed Initiatives,Proposal,481673.12,2026-03-28,50,Hair business require country treat.
OPP-00526,SF-00267,Deliver Magnetic Systems,Proposal,355843.84,2026-03-28,50,Today capital window.
OPP-00527,SF-00267,Re-Contextualize Leading-Edge Infrastructures,Qualification,418930.04,2026-03-28,25,Which meeting positive.
OPP-00528,SF-00268,Target Dot-Com Portals,Proposal,162079.72,2026-03-28,50,Common star player into owner under.
OPP-00529,SF-00268,Visualize Seamless Eyeballs,Closed Won,224959.92,2026-03-28,100,
OPP-00530,SF-00268,Aggregate Holistic E-Commerce,Qualification,158271.56,2026-03-28,25,Despite memory scene become also writer.
OPP-00531,SF-00269,Engage Dot-Com E-Services,Qualification,177206.27,2026-03-28,25,No seven into remain story.
OPP-00532,SF-00269,Seize Extensible Users,Closed Lost,112777.48,2026-03-28,0,
OPP-00533,SF-00270,Visualize Mission-Critical E-Markets,Qualification,204734.88,2026-03-28,25,Behind none total strong benefit middle.
OPP-00534,SF-00270,Matrix Granular E-Business,Negotiation,175354.33,2026-03-28,75,Measure police people find wear others.
OPP-00535,SF-00271,Seize Enterprise Action-Items,Negotiation,345612.5,2026-03-28,75,System until front health.
OPP-00536,SF-00272,Productize Innovative Eyeballs,Closed Won,446420.19,2026-03-28,100,
OPP-00537,SF-00273,Generate Dot-Com E-Business,Negotiation,410038.39,2026-03-28,75,Others let beat.
OPP-00538,SF-00273,Repurpose B2C Web Services,Negotiation,286111.02,2026-03-28,75,Young increase without need onto drive.
OPP-00539,SF-00273,Deliver Web-Enabled E-Markets,Closed Lost,186240.38,2026-03-28,0,
OPP-00540,SF-00274,Implement Strategic Web Services,Proposal,331182.05,2026-03-28,50,Coach meeting good worker off thousand more.
OPP-00541,SF-00274,Morph Cross-Platform Models,Closed Won,413723.15,2026-03-28,100,
OPP-00542,SF-00274,E-Enable User-Centric Niches,Closed Won,253062.91,2026-03-28,100,
OPP-00543,SF-00275,Engage Strategic Web-Readiness,Closed Won,439775.64,2026-03-28,100,
OPP-00544,SF-00275,Leverage Proactive Markets,Qualification,458599.78,2026-03-28,25,Road season bar knowledge.
OPP-00545,SF-00276,Enable Clicks-And-Mortar Supply-Chains,Proposal,202522.12,2026-03-28,50,Add win situation cultural.
OPP-00546,SF-00276,Exploit Granular Platforms,Qualification,81107.98,2026-03-28,25,Relationship card girl Congress.
OPP-00547,SF-00276,Redefine End-To-End Applications,Proposal,468382.0,2026-03-28,50,Available describe will need economic million carry.
OPP-00548,SF-00277,Engage Next-Generation Info-Mediaries,Closed Won,138362.45,2026-03-28,100,
OPP-00549,SF-00278,Exploit Synergistic Networks,Prospecting,331098.04,2026-03-28,10,Trouble question however arm accept evidence hour.
OPP-00550,SF-00278,Seize B2B Content,Negotiation,409177.51,2026-03-28,75,Popular area industry city.
OPP-00551,SF-00278,Exploit Killer Solutions,Closed Lost,438922.02,2026-03-28,0,
OPP-00552,SF-00279,Maximize Global Metrics,Qualification,334112.29,2026-03-28,25,These approach street give way go large.
OPP-00553,SF-00279,Transform B2C Info-Mediaries,Qualification,15028.18,2026-03-28,25,Ability boy various unit interesting.
OPP-00554,SF-00279,Re-Contextualize Next-Generation Niches,Negotiation,200094.55,2026-03-28,75,Entire research first tough.
OPP-00555,SF-00280,Target B2C Communities,Closed Lost,193858.69,2026-03-28,0,
OPP-00556,SF-00281,Utilize Rich Interfaces,Closed Won,343085.86,2026-03-28,100,
OPP-00557,SF-00282,Repurpose Out-Of-The-Box E-Services,Negotiation,387693.15,2026-03-28,75,Upon black shake base so democratic.
OPP-00558,SF-00283,Morph Scalable Eyeballs,Proposal,321676.67,2026-03-28,50,Seven perhaps culture science.
OPP-00559,SF-00283,Target Back-End Bandwidth,Prospecting,115353.39,2026-03-28,10,Serve but camera face evidence.
OPP-00560,SF-00284,Deliver Web-Enabled Action-Items,Closed Won,433115.56,2026-03-28,100,
OPP-00561,SF-00284,Extend Intuitive Infrastructures,Proposal,239452.82,2026-03-28,50,My simply little across effort there.
OPP-00562,SF-00285,Envisioneer Front-End E-Markets,Proposal,266651.92,2026-03-28,50,Remain degree before avoid seven.
OPP-00563,SF-00286,Productize Enterprise E-Services,Closed Won,224784.58,2026-03-28,100,
OPP-00564,SF-00286,Evolve Vertical Methodologies,Qualification,460476.3,2026-03-28,25,Reason reason among plan.
OPP-00565,SF-00286,Synthesize Out-Of-The-Box Convergence,Closed Won,6701.51,2026-03-28,100,
OPP-00566,SF-00287,Brand Rich Content,Negotiation,253806.72,2026-03-28,75,Yet check billion campaign agreement.
OPP-00567,SF-00288,Disintermediate Front-End Mindshare,Qualification,133817.08,2026-03-28,25,Until minute heart real in.
OPP-00568,SF-00288,Synergize Next-Generation Action-Items,Prospecting,415026.4,2026-03-28,10,Front in popular.
OPP-00569,SF-00288,Matrix Frictionless Deliverables,Negotiation,244997.14,2026-03-28,75,Doctor ask line ten.
OPP-00570,SF-00289,Architect Turn-Key Portals,Negotiation,128390.34,2026-03-28,75,Nearly list return stay such little.
OPP-00571,SF-00290,Visualize Enterprise Architectures,Qualification,376270.88,2026-03-28,25,Organization hope way.
OPP-00572,SF-00291,Deploy Best-Of-Breed Users,Qualification,121209.26,2026-03-28,25,Rise difficult move especially show without.
OPP-00573,SF-00291,Optimize Plug-And-Play Networks,Proposal,472952.04,2026-03-28,50,Movie above reason painting way indeed.
OPP-00574,SF-00291,Architect Turn-Key E-Commerce,Closed Won,20848.27,2026-03-28,100,
OPP-00575,SF-00292,Harness Out-Of-The-Box Info-Mediaries,Qualification,200644.94,2026-03-28,25,Beat option through cover program generation unit.
OPP-00576,SF-00292,Target Extensible Bandwidth,Closed Won,286794.22,2026-03-28,100,
OPP-00577,SF-00293,Strategize Sticky E-Business,Qualification,108953.15,2026-03-28,25,You contain end.
OPP-00578,SF-00293,Strategize End-To-End Content,Qualification,400312.97,2026-03-28,25,International require marriage office.
OPP-00579,SF-00293,Generate Synergistic Schemas,Qualification,456027.8,2026-03-28,25,North analysis enter medical sort.
OPP-00580,SF-00294,Transform 24/7 Content,Negotiation,156592.0,2026-03-28,75,Top all interest sure just one eat.
OPP-00581,SF-00294,Cultivate Efficient Web-Readiness,Closed Won,306119.28,2026-03-28,100,
OPP-00582,SF-00294,Integrate Virtual Content,Closed Won,256212.9,2026-03-28,100,
OPP-00583,SF-00295,Matrix Rich Users,Proposal,424426.62,2026-03-28,50,Significant phone truth often pay.
OPP-00584,SF-00296,Transition 24/365 Methodologies,Closed Won,122789.68,2026-03-28,100,
OPP-00585,SF-00296,Expedite Leading-Edge Mindshare,Closed Lost,104241.97,2026-03-28,0,
OPP-00586,SF-00297,Target Collaborative Paradigms,Proposal,410369.11,2026-03-28,50,Head space trip type try before.
OPP-00587,SF-00297,Revolutionize Enterprise Eyeballs,Closed Won,167493.06,2026-03-28,100,
OPP-00588,SF-00297,Scale Collaborative E-Commerce,Proposal,290451.83,2026-03-28,50,Race religious account that surface environment.
OPP-00589,SF-00298,Streamline Sticky Functionalities,Proposal,447286.96,2026-03-28,50,Now edge guess edge use increase.
OPP-00590,SF-00299,Innovate Value-Added Platforms,Proposal,395682.54,2026-03-28,50,Positive either response return avoid away address.
OPP-00591,SF-00299,Syndicate Virtual Models,Negotiation,438403.12,2026-03-28,75,Area writer card election.
OPP-00592,SF-00300,Evolve Back-End Eyeballs,Negotiation,268395.37,2026-03-28,75,Final deep pay between laugh.
OPP-00593,SF-00300,Leverage Killer Markets,Prospecting,399548.6,2026-03-28,10,Party attack cause political training executive write.
OPP-00594,SF-00301,Incentivize Front-End Channels,Qualification,152966.7,2026-03-28,25,You chair nation choice impact.
OPP-00595,SF-00301,Brand Enterprise Solutions,Closed Lost,378841.52,2026-03-28,0,
OPP-00596,SF-00302,Visualize B2C Functionalities,Negotiation,40374.99,2026-03-28,75,Trial evidence lose early have PM.
OPP-00597,SF-00303,Matrix Dot-Com Applications,Prospecting,175411.18,2026-03-28,10,Themselves make pick physical low myself candidate nearly.
OPP-00598,SF-00303,Harness B2B Roi,Closed Won,402832.73,2026-03-28,100,
OPP-00599,SF-00303,Deploy Bleeding-Edge E-Services,Closed Lost,359954.48,2026-03-28,0,
OPP-00600,SF-00304,Architect Frictionless Interfaces,Closed Won,440626.21,2026-03-28,100,
OPP-00601,SF-00304,Extend Out-Of-The-Box E-Tailers,Qualification,353604.96,2026-03-28,25,Talk mention their rate fact particular range.
OPP-00602,SF-00305,Leverage World-Class Technologies,Proposal,437056.78,2026-03-28,50,After either nearly state part court small.
OPP-00603,SF-00305,Exploit Viral Interfaces,Qualification,390321.73,2026-03-28,25,Pattern own response network of.
OPP-00604,SF-00305,Deliver Granular Infrastructures,Prospecting,276177.65,2026-03-28,10,Economy experience enter particularly meet staff lot.
OPP-00605,SF-00306,Optimize Plug-And-Play Roi,Closed Won,108452.99,2026-03-28,100,
OPP-00606,SF-00306,Re-Contextualize Proactive Markets,Qualification,252975.5,2026-03-28,25,Add out level Mrs.
OPP-00607,SF-00306,Scale Value-Added Applications,Closed Won,274515.47,2026-03-28,100,
OPP-00608,SF-00307,Disintermediate Proactive Niches,Negotiation,74672.6,2026-03-28,75,Step report usually by manage exactly.
OPP-00609,SF-00308,Brand Extensible Supply-Chains,Proposal,95269.23,2026-03-28,50,How student ball.
OPP-00610,SF-00308,Strategize One-To-One Platforms,Prospecting,161907.69,2026-03-28,10,Sing herself rock her decision ball ahead.
OPP-00611,SF-00309,Scale Ubiquitous Solutions,Qualification,314789.18,2026-03-28,25,Front leader scientist lose benefit animal establish.
OPP-00612,SF-00310,Cultivate Back-End Solutions,Negotiation,395200.49,2026-03-28,75,Direction kind star once sort respond type.
OPP-00613,SF-00310,Repurpose Best-Of-Breed E-Markets,Proposal,247639.48,2026-03-28,50,Similar quickly boy town tree while.
OPP-00614,SF-00310,Architect Open-Source Convergence,Negotiation,336717.83,2026-03-28,75,Painting job often employee life.
OPP-00615,SF-00311,Transition Web-Enabled Convergence,Negotiation,441903.91,2026-03-28,75,Friend budget law forget effort Republican lawyer account.
OPP-00616,SF-00311,Engage Viral Web Services,Closed Won,464831.57,2026-03-28,100,
OPP-00617,SF-00311,Embrace Extensible Bandwidth,Closed Won,370658.65,2026-03-28,100,
OPP-00618,SF-00312,Reinvent Efficient Roi,Prospecting,161333.93,2026-03-28,10,Administration through population analysis that serve mention.
OPP-00619,SF-00313,Productize Turn-Key Networks,Qualification,57527.32,2026-03-28,25,Describe place simple language truth movement seven top.
OPP-00620,SF-00313,Matrix Global Users,Prospecting,406090.5,2026-03-28,10,Military onto himself time.
OPP-00621,SF-00313,Grow One-To-One Deliverables,Qualification,365818.39,2026-03-28,25,Specific program travel relate financial economic.
OPP-00622,SF-00314,Syndicate Intuitive E-Commerce,Prospecting,6227.8,2026-03-28,10,Draw option conference play national.
OPP-00623,SF-00314,Evolve Intuitive Deliverables,Negotiation,243086.05,2026-03-28,75,Commercial remember mother recently shoulder behavior.
OPP-00624,SF-00315,Facilitate Revolutionary E-Tailers,Negotiation,391100.51,2026-03-28,75,Hold sign her.
OPP-00625,SF-00315,Visualize Cross-Platform Models,Prospecting,209661.88,2026-03-28,10,Best us relationship car moment point.
OPP-00626,SF-00315,Re-Intermediate Vertical Synergies,Proposal,446478.94,2026-03-28,50,Identify including whose represent candidate myself.
OPP-00627,SF-00316,Syndicate Rich Applications,Closed Won,54578.65,2026-03-28,100,
OPP-00628,SF-00316,Morph Synergistic Markets,Proposal,326255.73,2026-03-28,50,Southern too story operation coach check.
OPP-00629,SF-00317,Target Extensible Communities,Proposal,452847.65,2026-03-28,50,Activity rate general north.
OPP-00630,SF-00317,Synthesize Collaborative Convergence,Qualification,51579.91,2026-03-28,25,Discussion poor professor push.
OPP-00631,SF-00317,Orchestrate Collaborative Communities,Closed Lost,327719.62,2026-03-28,0,
OPP-00632,SF-00318,Orchestrate User-Centric Mindshare,Proposal,464948.32,2026-03-28,50,Much eye huge.
OPP-00633,SF-00318,Incentivize World-Class Supply-Chains,Proposal,405995.84,2026-03-28,50,Third practice investment.
OPP-00634,SF-00318,Whiteboard Turn-Key Technologies,Prospecting,446755.18,2026-03-28,10,Speech lot break.
OPP-00635,SF-00319,Embrace 24/7 E-Services,Closed Won,259704.46,2026-03-28,100,
OPP-00636,SF-00319,Cultivate Visionary Experiences,Negotiation,125382.14,2026-03-28,75,Them five interest in.
OPP-00637,SF-00320,Extend Enterprise Deliverables,Closed Won,356689.88,2026-03-28,100,
OPP-00638,SF-00320,Seize Impactful Vortals,Qualification,419272.12,2026-03-28,25,Choose sign crime commercial half show.
OPP-00639,SF-00321,Empower Revolutionary Roi,Closed Won,498792.22,2026-03-28,100,
OPP-00640,SF-00321,Matrix Holistic Initiatives,Prospecting,238161.79,2026-03-28,10,Lose tend many boy.
OPP-00641,SF-00322,Transition Global Initiatives,Closed Lost,335594.53,2026-03-28,0,
OPP-00642,SF-00322,Re-Intermediate Frictionless Systems,Negotiation,85992.67,2026-03-28,75,Toward good star from.
OPP-00643,SF-00323,Synthesize User-Centric Models,Closed Won,359578.43,2026-03-28,100,
OPP-00644,SF-00323,Whiteboard Revolutionary Communities,Closed Won,160102.76,2026-03-28,100,
OPP-00645,SF-00323,Maximize Dynamic Synergies,Qualification,107356.55,2026-03-28,25,Face must fund bed window ball ahead.
OPP-00646,SF-00324,Brand Distributed E-Business,Proposal,74847.5,2026-03-28,50,Short affect that knowledge mission.
OPP-00647,SF-00324,Enhance Viral Vortals,Closed Won,195217.6,2026-03-28,100,
OPP-00648,SF-00325,Transform Rich Roi,Closed Won,262576.11,2026-03-28,100,
OPP-00649,SF-00325,Enable Strategic Convergence,Proposal,390235.34,2026-03-28,50,Important writer because when upon away.
OPP-00650,SF-00326,Visualize Synergistic Technologies,Closed Lost,236272.8,2026-03-28,0,
OPP-00651,SF-00326,Productize Dynamic Applications,Proposal,206347.64,2026-03-28,50,At or major nation attack choice.
OPP-00652,SF-00327,Exploit Holistic Channels,Proposal,473001.3,2026-03-28,50,Operation hard yourself officer study building.
OPP-00653,SF-00327,Implement Open-Source Deliverables,Qualification,327677.99,2026-03-28,25,Degree surface energy yard most middle.
OPP-00654,SF-00328,Aggregate Dynamic E-Markets,Proposal,84468.45,2026-03-28,50,Day about over federal let agency nice amount.
OPP-00655,SF-00328,Disintermediate Ubiquitous E-Services,Closed Won,339504.7,2026-03-28,100,
OPP-00656,SF-00328,Incubate Frictionless Initiatives,Negotiation,416386.44,2026-03-28,75,Form least who.
OPP-00657,SF-00329,Facilitate End-To-End Convergence,Closed Won,151698.63,2026-03-28,100,
OPP-00658,SF-00330,Envisioneer Dynamic Vortals,Closed Won,37539.81,2026-03-28,100,
OPP-00659,SF-00331,Harness Interactive Niches,Closed Won,283016.93,2026-03-28,100,
OPP-00660,SF-00332,Envisioneer Dot-Com Networks,Negotiation,113441.18,2026-03-28,75,City bar and mention cultural not morning world.
OPP-00661,SF-00332,Redefine Robust Portals,Closed Won,388242.16,2026-03-28,100,
OPP-00662,SF-00333,Disintermediate User-Centric Content,Proposal,187761.71,2026-03-28,50,Natural road wrong project foot drug treat.
OPP-00663,SF-00334,Matrix Synergistic Metrics,Proposal,480029.57,2026-03-28,50,Crime indeed some a require when.
OPP-00664,SF-00334,Unleash Strategic Info-Mediaries,Qualification,183965.91,2026-03-28,25,Or father ever specific.
OPP-00665,SF-00335,Incentivize Transparent Synergies,Negotiation,382022.72,2026-03-28,75,Without allow community by.
OPP-00666,SF-00335,Harness 24/365 Niches,Closed Won,330274.39,2026-03-28,100,
OPP-00667,SF-00335,Scale World-Class Deliverables,Closed Won,391858.41,2026-03-28,100,
OPP-00668,SF-00336,Repurpose Extensible Functionalities,Closed Won,353980.78,2026-03-28,100,
OPP-00669,SF-00337,Unleash Vertical E-Services,Closed Won,192109.05,2026-03-28,100,
OPP-00670,SF-00338,Unleash 24/7 Models,Qualification,146309.13,2026-03-28,25,Prevent school religious call huge live will fast.
OPP-00671,SF-00339,Target Plug-And-Play Mindshare,Proposal,214278.9,2026-03-28,50,Charge fire left mind six.
OPP-00672,SF-00339,Revolutionize Virtual Paradigms,Closed Won,191271.74,2026-03-28,100,
OPP-00673,SF-00339,Productize Mission-Critical Methodologies,Closed Won,243565.64,2026-03-28,100,
OPP-00674,SF-00340,Engage Innovative Schemas,Qualification,101929.13,2026-03-28,25,Reveal simply late suddenly together.
OPP-00675,SF-00341,Generate 24/365 Initiatives,Qualification,272775.12,2026-03-28,25,Middle able easy successful drug option trouble.
OPP-00676,SF-00342,Engage Customized Paradigms,Proposal,30739.23,2026-03-28,50,Big leader entire.
OPP-00677,SF-00342,Unleash Interactive Channels,Closed Lost,228511.02,2026-03-28,0,
OPP-00678,SF-00342,Evolve Collaborative Content,Prospecting,116202.78,2026-03-28,10,Child write during.
OPP-00679,SF-00343,Streamline Intuitive Schemas,Proposal,160980.2,2026-03-28,50,Message whom city buy.
OPP-00680,SF-00343,Streamline Viral Vortals,Proposal,109823.38,2026-03-28,50,Never close reason such experience.
OPP-00681,SF-00344,Facilitate Interactive Interfaces,Qualification,104031.06,2026-03-28,25,From though follow single sing study.
OPP-00682,SF-00345,Facilitate Distributed Portals,Qualification,260713.97,2026-03-28,25,Its fear low mention Congress forward sort.
OPP-00683,SF-00345,Utilize Sticky Markets,Proposal,247469.8,2026-03-28,50,Once find trip for thus teach local because.
OPP-00684,SF-00346,Cultivate B2C Info-Mediaries,Closed Lost,498242.86,2026-03-28,0,
OPP-00685,SF-00347,Empower Killer Vortals,Prospecting,35710.18,2026-03-28,10,Soldier mention they.
OPP-00686,SF-00348,Expedite Impactful Mindshare,Closed Won,499002.24,2026-03-28,100,
OPP-00687,SF-00348,Engage Bricks-And-Clicks Applications,Proposal,109331.54,2026-03-28,50,With pay drive let.
OPP-00688,SF-00349,Utilize User-Centric E-Services,Qualification,247756.2,2026-03-28,25,Health PM high public technology music hit.
OPP-00689,SF-00349,Leverage Cross-Platform Schemas,Closed Won,120335.41,2026-03-28,100,
OPP-00690,SF-00349,Expedite Collaborative Systems,Proposal,224900.63,2026-03-28,50,Heavy garden she indeed.
OPP-00691,SF-00350,Expedite E-Business Schemas,Closed Won,348225.96,2026-03-28,100,
OPP-00692,SF-00350,Monetize World-Class Relationships,Negotiation,70542.56,2026-03-28,75,Resource television know exactly child.
OPP-00693,SF-00351,Deploy Cross-Media Eyeballs,Closed Won,390480.25,2026-03-28,100,
OPP-00694,SF-00351,Synthesize Robust Info-Mediaries,Proposal,221470.64,2026-03-28,50,Attention model future firm remain report challenge.
OPP-00695,SF-00352,Benchmark E-Business E-Markets,Closed Won,378097.38,2026-03-28,100,
OPP-00696,SF-00352,Monetize Dynamic Portals,Closed Won,349864.02,2026-03-28,100,
OPP-00697,SF-00353,Synthesize Bleeding-Edge Mindshare,Negotiation,418619.75,2026-03-28,75,Day off protect shake system character memory billion.
OPP-00698,SF-00353,Generate Robust Infrastructures,Proposal,384139.81,2026-03-28,50,Summer pull political American politics.
OPP-00699,SF-00353,Aggregate Cross-Platform Models,Proposal,172570.06,2026-03-28,50,Process evening family all.
OPP-00700,SF-00354,E-Enable Visionary Roi,Qualification,361323.1,2026-03-28,25,Lead teacher lot task.
OPP-00701,SF-00354,Enable Collaborative E-Commerce,Qualification,180217.44,2026-03-28,25,Easy assume line coach discuss.
OPP-00702,SF-00354,Grow World-Class Initiatives,Negotiation,273617.67,2026-03-28,75,Way recognize reduce still son together prevent police.
OPP-00703,SF-00355,Expedite 24/365 Deliverables,Closed Won,415120.11,2026-03-28,100,
OPP-00704,SF-00356,Synergize Sticky Metrics,Prospecting,362008.59,2026-03-28,10,Trade understand score available human top.
OPP-00705,SF-00357,Embrace Strategic Deliverables,Closed Won,125566.78,2026-03-28,100,
OPP-00706,SF-00357,Generate Rich Interfaces,Proposal,291215.91,2026-03-28,50,Or pretty of edge.
OPP-00707,SF-00358,Revolutionize Clicks-And-Mortar Roi,Prospecting,289608.8,2026-03-28,10,Involve specific position tough address space.
OPP-00708,SF-00358,Revolutionize Synergistic Models,Closed Won,197253.76,2026-03-28,100,
OPP-00709,SF-00358,Implement Distributed Convergence,Qualification,370428.8,2026-03-28,25,Could bank beyond eight.
OPP-00710,SF-00359,Iterate Holistic Architectures,Prospecting,124142.01,2026-03-28,10,Five space certainly though movement help.
OPP-00711,SF-00360,Embrace Innovative Content,Closed Lost,261197.62,2026-03-28,0,
OPP-00712,SF-00360,Leverage Intuitive Web-Readiness,Proposal,453619.93,2026-03-28,50,Public open also within.
OPP-00713,SF-00360,Syndicate Front-End Content,Negotiation,465349.31,2026-03-28,75,Herself become different cup follow.
OPP-00714,SF-00361,Benchmark Best-Of-Breed Deliverables,Proposal,78609.72,2026-03-28,50,Radio free simple speak.
OPP-00715,SF-00361,Reinvent Real-Time Systems,Proposal,295168.0,2026-03-28,50,Control put standard.
OPP-00716,SF-00361,Enable Open-Source Solutions,Closed Lost,258099.42,2026-03-28,0,
OPP-00717,SF-00362,Re-Contextualize Rich Systems,Prospecting,323195.97,2026-03-28,10,Between wife our value product where car worker.
OPP-00718,SF-00362,Strategize Bricks-And-Clicks Mindshare,Qualification,379967.52,2026-03-28,25,Term hair line example.
OPP-00719,SF-00363,Aggregate Seamless E-Markets,Closed Won,379287.95,2026-03-28,100,
OPP-00720,SF-00363,Incubate Mission-Critical Platforms,Prospecting,254883.18,2026-03-28,10,Fire develop include down sense first fear either.
OPP-00721,SF-00363,Revolutionize Strategic Eyeballs,Closed Won,207855.98,2026-03-28,100,
OPP-00722,SF-00364,Redefine Cutting-Edge Methodologies,Closed Won,267745.28,2026-03-28,100,
OPP-00723,SF-00364,Aggregate Dynamic Initiatives,Proposal,294590.8,2026-03-28,50,Environment health serve voice.
OPP-00724,SF-00365,Synthesize Compelling Markets,Closed Won,424050.18,2026-03-28,100,
OPP-00725,SF-00366,Incentivize World-Class Platforms,Closed Lost,5763.84,2026-03-28,0,
OPP-00726,SF-00366,Re-Intermediate Extensible Infrastructures,Proposal,158457.98,2026-03-28,50,Yeah real want country science.
OPP-00727,SF-00366,Streamline Cutting-Edge Vortals,Proposal,400994.85,2026-03-28,50,Because movie capital western month arm.
OPP-00728,SF-00367,Redefine Value-Added Systems,Negotiation,423464.7,2026-03-28,75,Throughout computer detail husband star tree ability.
OPP-00729,SF-00367,Extend 24/365 Markets,Negotiation,193746.71,2026-03-28,75,Guess spend trouble ten.
OPP-00730,SF-00368,Streamline Integrated E-Tailers,Negotiation,170900.51,2026-03-28,75,Piece still risk who at majority type.
OPP-00731,SF-00368,Enhance Visionary Interfaces,Prospecting,181144.24,2026-03-28,10,Notice whatever walk late improve exist discuss.
OPP-00732,SF-00369,Utilize Vertical Bandwidth,Qualification,490540.59,2026-03-28,25,Difference like college exist film personal peace responsibility.
OPP-00733,SF-00370,Generate World-Class Solutions,Negotiation,28427.43,2026-03-28,75,Democrat worker plan for what thus.
OPP-00734,SF-00371,Repurpose End-To-End Bandwidth,Closed Lost,96422.17,2026-03-28,0,
OPP-00735,SF-00371,Morph Next-Generation Metrics,Negotiation,402895.96,2026-03-28,75,Similar help bag nothing each however.
OPP-00736,SF-00371,Incubate Collaborative Deliverables,Prospecting,395837.53,2026-03-28,10,Quite loss series wish media such note.
OPP-00737,SF-00372,Visualize Global Niches,Closed Lost,160367.18,2026-03-28,0,
OPP-00738,SF-00373,Leverage Bricks-And-Clicks Metrics,Proposal,433665.7,2026-03-28,50,Short beautiful international war ball environment.
OPP-00739,SF-00374,Innovate Viral Schemas,Proposal,76421.43,2026-03-28,50,Ready meeting difficult cultural position son state.
OPP-00740,SF-00374,Repurpose Visionary Infrastructures,Negotiation,259777.73,2026-03-28,75,Interview shake look suffer which.
OPP-00741,SF-00375,Incentivize B2B Initiatives,Closed Won,490152.82,2026-03-28,100,
OPP-00742,SF-00376,Scale Seamless E-Services,Negotiation,120735.88,2026-03-28,75,Interview suddenly continue this traditional when whose.
OPP-00743,SF-00376,Repurpose Cross-Media Markets,Closed Lost,48623.55,2026-03-28,0,
OPP-00744,SF-00377,Maximize Real-Time Partnerships,Proposal,471829.8,2026-03-28,50,Simply environment news mission.
OPP-00745,SF-00378,Deliver Integrated E-Markets,Closed Won,47262.6,2026-03-28,100,
OPP-00746,SF-00378,Streamline One-To-One E-Markets,Proposal,79527.49,2026-03-28,50,Until hit black between environment throw successful.
OPP-00747,SF-00379,Transform Synergistic Channels,Prospecting,465114.25,2026-03-28,10,Small girl cut hotel key laugh.
OPP-00748,SF-00380,Facilitate Synergistic E-Commerce,Negotiation,210131.07,2026-03-28,75,Public think surface employee life strong than.
OPP-00749,SF-00380,Engage Open-Source Experiences,Proposal,494800.06,2026-03-28,50,Back mouth level main administration southern.
OPP-00750,SF-00380,Empower Synergistic E-Commerce,Prospecting,81950.15,2026-03-28,10,Voice yeah realize difference idea.
OPP-00751,SF-00381,Incubate Rich E-Tailers,Closed Lost,33513.9,2026-03-28,0,
OPP-00752,SF-00381,Leverage Viral Convergence,Prospecting,441702.93,2026-03-28,10,Year hospital trade with morning.
OPP-00753,SF-00381,Revolutionize Interactive Initiatives,Qualification,203544.04,2026-03-28,25,Tough appear start your rock.
OPP-00754,SF-00382,Enable Dot-Com Deliverables,Prospecting,488490.32,2026-03-28,10,Push soldier prove shake Democrat myself majority child.
OPP-00755,SF-00382,Engineer Robust Channels,Closed Lost,291466.41,2026-03-28,0,
OPP-00756,SF-00382,Incentivize B2C Portals,Closed Won,14885.39,2026-03-28,100,
OPP-00757,SF-00383,Incentivize Scalable Users,Prospecting,26149.71,2026-03-28,10,Politics bad work what.
