tracking_id,shipping_ref,carrier_name,expected_date,delivery_date,status_code,weight_kg,destination_zip
TRK-ux28534244,SH-jVw-762270,Johnson-Griffin Logistics,09/15/2025,09/18/2025,4,34.6,15563
TRK-BQ27486191,SH-tAr-639158,"Harris, Adams and Martin Logistics",03/06/2026,03/09/2026,4,49.3,09870
TRK-QQ36641036,SH-kPc-604678,"Griffin, Brown and Lawrence Logistics",07/16/2024,07/15/2024,4,31.2,00760
TRK-su03154841,SH-TYS-690615,Woodard-Guzman Logistics,08/28/2025,,5,46.2,41352
TRK-gC81884745,SH-SNE-261340,Woodard-Guzman Logistics,12/21/2024,12/26/2024,4,41.1,52354
TRK-Ec98485708,SH-Bzu-220667,"Griffin, Brown and Lawrence Logistics",09/30/2024,09/30/2024,4,2.2,65137
TRK-Ir57927030,SH-OPh-053242,Kramer and Sons Logistics,11/09/2024,11/12/2024,4,38.5,39529
TRK-dK90976085,SH-SkG-694353,"Johnson, Davies and Cortez Logistics",08/26/2025,08/25/2025,4,4.5,24064
TRK-GG63663346,SH-epH-178058,Marshall Ltd Logistics,10/10/2025,10/12/2025,4,4.5,97071
TRK-wz39354523,SH-yXZ-573213,Jordan-Carter Logistics,05/07/2024,05/08/2024,4,35.8,42060
TRK-Gs47597848,SH-iAh-864555,"Griffin, Brown and Lawrence Logistics",05/26/2025,05/26/2025,4,34.4,31719
TRK-FE69738268,SH-axk-070557,Marshall Ltd Logistics,11/21/2024,11/20/2024,4,46.7,51300
TRK-wD89254292,SH-Zrs-508687,Woodard-Guzman Logistics,07/04/2025,07/07/2025,4,5.0,60585
TRK-ri34109465,SH-BPl-359989,Jordan-Carter Logistics,06/18/2024,,5,1.6,40190
TRK-EF73041749,SH-puB-586926,Johnson-Griffin Logistics,02/21/2026,02/24/2026,4,14.6,29561
TRK-nL56681780,SH-fEZ-625515,Woodard-Guzman Logistics,04/27/2024,04/26/2024,4,42.7,79478
TRK-UJ97875563,SH-EHq-975193,Kramer and Sons Logistics,10/15/2025,10/14/2025,4,43.3,94066
TRK-Ps04164101,SH-WqZ-312734,"Johnson, Davies and Cortez Logistics",06/22/2025,06/22/2025,4,16.4,70602
TRK-LR44499318,SH-Skh-801976,Johnson-Griffin Logistics,01/04/2026,01/06/2026,4,13.4,54097
TRK-AS83021914,SH-euj-461646,Kramer and Sons Logistics,09/10/2024,09/09/2024,4,40.1,44556
TRK-zX66747179,SH-RYq-653222,"Harris, Adams and Martin Logistics",02/26/2026,02/26/2026,4,38.7,04685
TRK-jn70501880,SH-rHS-708101,Jordan-Carter Logistics,01/29/2026,01/30/2026,4,44.1,17561
TRK-RY59736687,SH-MQq-988408,Woodard-Guzman Logistics,03/03/2025,03/03/2025,4,50.0,45698
TRK-Co55671092,SH-hFW-481268,"Johnson, Davies and Cortez Logistics",10/11/2024,10/11/2024,4,38.3,18914
TRK-mP48042416,SH-GIZ-300805,Woodard-Guzman Logistics,02/26/2026,02/27/2026,4,30.0,85665
TRK-oG43457746,SH-rbm-058081,Jordan-Carter Logistics,06/24/2025,06/27/2025,4,1.5,87310
TRK-qC18130255,SH-vyT-050810,Jordan-Carter Logistics,09/12/2025,09/12/2025,4,11.0,35339
TRK-Il65032481,SH-gXp-869902,Kramer and Sons Logistics,09/12/2024,,5,13.7,03043
TRK-Su39735400,SH-biO-166946,Kramer and Sons Logistics,04/18/2026,,3,33.4,34154
TRK-zx35279299,SH-Ghj-467642,Woodard-Guzman Logistics,06/05/2024,06/06/2024,4,9.4,05573
TRK-pb32447516,SH-dDZ-598362,Kramer and Sons Logistics,09/06/2025,09/07/2025,4,0.9,77128
TRK-ji08387843,SH-ely-884959,Marshall Ltd Logistics,10/31/2024,10/31/2024,4,46.5,25504
TRK-Zc59422108,SH-UqV-920331,"Johnson, Davies and Cortez Logistics",04/12/2024,,3,30.3,98776
TRK-sg82938702,SH-wFG-657166,"Griffin, Brown and Lawrence Logistics",02/18/2025,02/21/2025,4,32.1,74734
TRK-tl62130631,SH-dtp-304995,"Harris, Adams and Martin Logistics",07/13/2025,07/15/2025,4,19.9,06379
TRK-rI54105928,SH-wcH-964164,Marshall Ltd Logistics,02/22/2026,02/21/2026,4,20.0,60019
TRK-Yd90068229,SH-bEj-953223,Johnson-Griffin Logistics,01/15/2025,01/17/2025,4,27.4,39067
TRK-MI69953996,SH-Agn-876412,Johnson-Griffin Logistics,04/10/2026,04/11/2026,4,9.2,01630
TRK-fY90845621,SH-Izh-955745,Johnson-Griffin Logistics,08/06/2025,08/06/2025,4,49.0,31161
TRK-aR46121542,SH-cHo-583934,Kramer and Sons Logistics,04/28/2024,04/30/2024,4,18.8,81963
TRK-gx84440413,SH-KIG-427885,Marshall Ltd Logistics,01/02/2025,01/02/2025,4,26.1,49879
TRK-Uv09131825,SH-yNm-206965,Jordan-Carter Logistics,07/06/2024,07/05/2024,4,14.7,12178
TRK-Zh10349985,SH-ipA-962762,Marshall Ltd Logistics,08/19/2024,08/18/2024,4,2.2,77178
TRK-GF12182160,SH-hIn-127534,Jordan-Carter Logistics,05/15/2025,05/17/2025,4,35.2,79573
TRK-tw99968032,SH-kYi-955780,Kramer and Sons Logistics,07/04/2025,07/03/2025,4,47.2,22089
TRK-Mt69889215,SH-AiK-017710,"Griffin, Brown and Lawrence Logistics",01/15/2026,01/15/2026,4,16.4,82975
TRK-rf23773296,SH-DoX-026944,"Johnson, Davies and Cortez Logistics",01/02/2026,01/01/2026,4,34.5,30600
TRK-QW56530435,SH-ebV-341439,Jordan-Carter Logistics,01/02/2025,01/02/2025,4,21.2,86265
TRK-SO27315886,SH-KOd-318667,"Griffin, Brown and Lawrence Logistics",09/25/2024,09/26/2024,4,17.8,84769
TRK-xz19045236,SH-WdT-674772,"Johnson, Davies and Cortez Logistics",01/15/2026,01/15/2026,4,46.1,63607
TRK-Em78194744,SH-Gqp-104083,"Griffin, Brown and Lawrence Logistics",02/12/2026,02/11/2026,4,6.0,29483
TRK-PN66357209,SH-CET-826018,Kramer and Sons Logistics,10/05/2025,10/10/2025,4,2.7,39818
TRK-Ri49409492,SH-iun-953342,Jordan-Carter Logistics,03/20/2025,03/21/2025,4,1.9,51074
TRK-MU16111376,SH-WFE-922425,Woodard-Guzman Logistics,06/22/2025,06/25/2025,4,10.9,23789
TRK-rg39034905,SH-Rvd-277457,Johnson-Griffin Logistics,03/09/2025,03/12/2025,4,10.2,03337
TRK-iI89283263,SH-sHt-885211,Kramer and Sons Logistics,06/29/2024,07/04/2024,4,13.7,03444
TRK-FZ85855519,SH-TXI-638396,Jordan-Carter Logistics,05/06/2024,05/07/2024,4,2.8,13307
TRK-By77395517,SH-vSO-842047,Marshall Ltd Logistics,04/02/2025,,6,37.8,32665
TRK-vw29477269,SH-CWE-835894,Kramer and Sons Logistics,06/13/2025,06/15/2025,4,7.1,88378
TRK-oZ32845729,SH-vpi-693928,Woodard-Guzman Logistics,05/19/2024,05/22/2024,4,35.1,75939
TRK-cI68083549,SH-ATQ-025461,"Johnson, Davies and Cortez Logistics",07/25/2025,07/25/2025,4,49.8,51521
TRK-yZ99336855,SH-HQY-794677,Kramer and Sons Logistics,09/03/2025,09/03/2025,4,34.8,14476
TRK-JY42053340,SH-oKu-986361,Marshall Ltd Logistics,05/29/2024,,5,6.5,99261
TRK-UJ68393839,SH-TJv-459211,Jordan-Carter Logistics,07/03/2025,07/04/2025,4,36.2,93296
TRK-nR35055500,SH-rDn-235019,"Griffin, Brown and Lawrence Logistics",10/07/2025,10/08/2025,4,27.3,25680
TRK-BI30273949,SH-wsX-263896,Jordan-Carter Logistics,06/06/2025,06/05/2025,4,31.6,46013
TRK-ZT57126430,SH-JOO-977917,Marshall Ltd Logistics,03/21/2026,03/22/2026,4,29.1,15893
TRK-nM50334314,SH-Ybg-200810,Jordan-Carter Logistics,07/30/2024,08/02/2024,4,3.5,95922
TRK-mq56195987,SH-zlu-286690,"Johnson, Davies and Cortez Logistics",10/10/2025,10/15/2025,4,24.7,41878
TRK-fE26221063,SH-LXW-759514,Woodard-Guzman Logistics,06/10/2024,06/09/2024,4,44.5,11604
TRK-rO45487626,SH-aTq-671080,"Harris, Adams and Martin Logistics",05/31/2025,05/31/2025,4,44.1,41041
TRK-Fi76874756,SH-QlE-587242,"Griffin, Brown and Lawrence Logistics",07/14/2025,07/14/2025,4,16.0,97097
TRK-np69689004,SH-NtH-496652,Johnson-Griffin Logistics,01/05/2026,01/08/2026,4,18.3,88260
TRK-td74973781,SH-DjV-051719,Johnson-Griffin Logistics,09/06/2024,09/06/2024,4,4.4,26562
TRK-qs80319778,SH-oBD-234335,"Johnson, Davies and Cortez Logistics",12/02/2024,12/01/2024,4,32.7,37762
TRK-Fx64691372,SH-UYi-777734,Kramer and Sons Logistics,01/05/2025,01/05/2025,4,35.5,96000
TRK-OA64614046,SH-Qea-587503,Jordan-Carter Logistics,12/15/2025,,5,43.3,01882
TRK-sM45514815,SH-EEe-979140,Kramer and Sons Logistics,11/19/2024,11/24/2024,4,26.6,57494
TRK-Ji10369776,SH-McE-280619,"Johnson, Davies and Cortez Logistics",07/18/2025,07/23/2025,4,46.6,52148
TRK-Hz89553292,SH-EjY-666974,Woodard-Guzman Logistics,12/13/2025,12/14/2025,4,3.9,11190
TRK-Hw37134363,SH-xyB-171243,Kramer and Sons Logistics,12/16/2025,12/19/2025,4,16.7,51749
TRK-ZE49316370,SH-yKx-303253,Marshall Ltd Logistics,04/15/2025,04/15/2025,4,23.4,98745
TRK-gu49583581,SH-nuU-558767,Johnson-Griffin Logistics,09/15/2025,09/16/2025,4,39.9,46206
TRK-Xe24069931,SH-SoP-810728,"Johnson, Davies and Cortez Logistics",04/17/2024,04/19/2024,4,11.7,64783
TRK-jJ66545052,SH-Ryf-764612,"Johnson, Davies and Cortez Logistics",06/25/2025,06/25/2025,4,7.0,68755
TRK-em81574443,SH-zlC-936319,Marshall Ltd Logistics,10/25/2024,10/30/2024,4,15.2,69695
TRK-Wn00513448,SH-ueO-443909,"Griffin, Brown and Lawrence Logistics",12/08/2024,12/08/2024,4,22.1,70097
TRK-af42472427,SH-Pzm-566300,Woodard-Guzman Logistics,07/02/2025,,5,27.8,09909
TRK-VG71359486,SH-dCG-105164,Marshall Ltd Logistics,01/24/2025,01/24/2025,4,45.2,56731
TRK-xO14096499,SH-VPx-048113,Marshall Ltd Logistics,03/16/2025,03/17/2025,4,10.8,98628
TRK-dP05434941,SH-kEO-373965,Johnson-Griffin Logistics,10/21/2025,10/22/2025,4,19.5,88172
TRK-lL35586255,SH-DES-959867,"Johnson, Davies and Cortez Logistics",01/15/2026,,3,8.5,21558
TRK-GR62616497,SH-Efl-548990,"Griffin, Brown and Lawrence Logistics",05/31/2024,,5,38.2,44699
TRK-Bi96390676,SH-TJl-699154,"Griffin, Brown and Lawrence Logistics",02/21/2026,02/22/2026,4,30.8,63168
TRK-Jp02260672,SH-XSg-002933,Woodard-Guzman Logistics,02/24/2026,02/24/2026,4,7.7,29000
TRK-ri81551234,SH-qAb-268937,Jordan-Carter Logistics,09/17/2024,09/18/2024,4,14.3,56921
TRK-vJ30082829,SH-xFE-368841,"Harris, Adams and Martin Logistics",08/03/2024,08/06/2024,4,33.9,13786
TRK-mQ30750407,SH-eUL-918425,"Johnson, Davies and Cortez Logistics",07/18/2024,07/18/2024,4,43.2,12093
TRK-xI18631471,SH-Mkj-176558,Jordan-Carter Logistics,02/05/2025,,3,9.2,81170
TRK-lp26609000,SH-FQb-552858,Kramer and Sons Logistics,09/12/2024,09/14/2024,4,49.9,65929
TRK-dX38578028,SH-XTl-630228,"Johnson, Davies and Cortez Logistics",01/11/2026,01/10/2026,4,42.1,12739
TRK-MI28912463,SH-HNF-335287,Johnson-Griffin Logistics,06/22/2025,06/25/2025,4,17.5,91873
TRK-ko88587378,SH-kAH-359647,"Griffin, Brown and Lawrence Logistics",06/29/2024,06/29/2024,4,20.5,65429
TRK-iO80161816,SH-RjH-645507,Johnson-Griffin Logistics,04/17/2025,,5,36.9,91561
TRK-cv11156743,SH-IdI-018508,Kramer and Sons Logistics,10/01/2024,10/03/2024,4,13.9,43670
TRK-uh88114636,SH-hPa-645058,"Johnson, Davies and Cortez Logistics",03/24/2025,,6,14.3,11041
TRK-pB91667140,SH-FMF-010886,Jordan-Carter Logistics,11/29/2024,11/29/2024,4,38.1,39849
TRK-YV06247026,SH-nCI-447619,Jordan-Carter Logistics,11/13/2025,11/14/2025,4,5.6,94113
TRK-qK68103149,SH-Wvp-663646,"Griffin, Brown and Lawrence Logistics",09/23/2025,09/23/2025,4,49.4,97570
TRK-ri68656700,SH-Aom-347749,Kramer and Sons Logistics,02/21/2026,02/26/2026,4,12.5,21787
TRK-nL58368314,SH-hNe-922628,"Johnson, Davies and Cortez Logistics",03/13/2026,03/13/2026,4,36.0,21269
TRK-Ez17830558,SH-OFp-237438,Jordan-Carter Logistics,12/19/2024,12/22/2024,4,13.4,73723
TRK-mg21338326,SH-sau-505219,"Johnson, Davies and Cortez Logistics",10/29/2024,10/31/2024,4,6.7,78394
TRK-eh65733235,SH-NEP-047260,Marshall Ltd Logistics,02/07/2026,,3,33.9,47135
TRK-CW63447488,SH-FCp-291459,Johnson-Griffin Logistics,05/26/2025,05/27/2025,4,25.6,81206
TRK-CH61402085,SH-LhM-660985,Woodard-Guzman Logistics,03/25/2026,03/25/2026,4,33.5,68351
TRK-Sp29834488,SH-xnN-747366,Woodard-Guzman Logistics,05/23/2025,05/23/2025,4,38.2,64162
TRK-OD51857677,SH-GVM-885874,"Griffin, Brown and Lawrence Logistics",02/26/2025,03/01/2025,4,40.2,35580
TRK-JE41728895,SH-ZON-557131,Marshall Ltd Logistics,08/21/2025,,3,41.2,87386
TRK-RI04747124,SH-Kul-496163,"Griffin, Brown and Lawrence Logistics",03/13/2026,03/12/2026,4,10.9,25373
TRK-nu44521195,SH-COk-477743,"Griffin, Brown and Lawrence Logistics",12/10/2024,12/09/2024,4,46.6,63870
TRK-jk80319068,SH-eYN-487756,Woodard-Guzman Logistics,09/16/2024,09/18/2024,4,33.1,02156
TRK-xS75844421,SH-FLQ-898755,Kramer and Sons Logistics,06/14/2024,06/16/2024,4,14.3,26157
TRK-MP45345249,SH-duL-322900,Woodard-Guzman Logistics,05/07/2025,05/06/2025,4,30.7,93136
TRK-mE63055610,SH-uJx-451736,"Griffin, Brown and Lawrence Logistics",04/20/2024,04/20/2024,4,2.6,78398
TRK-OX76294661,SH-tls-591934,Johnson-Griffin Logistics,10/31/2024,,6,43.8,45257
TRK-jG90524456,SH-pdX-712393,"Johnson, Davies and Cortez Logistics",01/28/2025,,5,42.1,30008
TRK-gW73806495,SH-TxN-653353,Jordan-Carter Logistics,03/31/2026,04/01/2026,4,35.6,18570
TRK-pU25449706,SH-GlU-980962,Kramer and Sons Logistics,11/27/2024,11/27/2024,4,28.2,40589
TRK-YQ63998182,SH-GPJ-878757,Marshall Ltd Logistics,02/07/2026,02/07/2026,4,16.2,80284
TRK-En09058291,SH-LED-737630,"Griffin, Brown and Lawrence Logistics",07/28/2024,07/27/2024,4,22.4,10054
TRK-sS43650350,SH-KFQ-836660,"Johnson, Davies and Cortez Logistics",09/17/2024,09/17/2024,4,17.3,74967
TRK-Av69295286,SH-RPs-785500,"Johnson, Davies and Cortez Logistics",06/01/2025,06/01/2025,4,32.9,46424
TRK-BZ80737547,SH-kNU-507296,Woodard-Guzman Logistics,11/03/2024,11/04/2024,4,22.9,86010
TRK-UB03830456,SH-TlS-010793,"Griffin, Brown and Lawrence Logistics",11/02/2025,11/04/2025,4,23.5,83723
TRK-Lk53311912,SH-wsy-652782,Johnson-Griffin Logistics,03/11/2026,03/11/2026,4,31.8,71084
TRK-pf53208121,SH-Fhe-594156,"Harris, Adams and Martin Logistics",10/01/2024,10/04/2024,4,37.4,46968
TRK-NK39651889,SH-rZO-539872,Woodard-Guzman Logistics,03/16/2025,03/18/2025,4,5.0,00975
TRK-fB45121014,SH-QGt-198708,"Harris, Adams and Martin Logistics",11/26/2024,11/28/2024,4,25.4,60516
TRK-NU90855507,SH-mVz-553805,Johnson-Griffin Logistics,04/20/2024,04/25/2024,4,0.5,03875
TRK-pe59737912,SH-xcX-726839,"Harris, Adams and Martin Logistics",12/06/2024,12/05/2024,4,2.3,06695
TRK-rZ03963610,SH-MAC-051306,"Johnson, Davies and Cortez Logistics",09/03/2025,09/02/2025,4,20.1,84129
TRK-nB34166755,SH-pJC-281568,Woodard-Guzman Logistics,08/30/2024,08/31/2024,4,15.5,30280
TRK-Bk32371856,SH-KJX-278537,"Harris, Adams and Martin Logistics",11/02/2025,11/04/2025,4,38.8,50955
TRK-ZE70519234,SH-EgE-492413,"Griffin, Brown and Lawrence Logistics",07/31/2024,07/31/2024,4,0.8,51567
TRK-MA32385099,SH-Hnc-639085,Marshall Ltd Logistics,10/04/2024,10/05/2024,4,25.3,37729
TRK-MX28085316,SH-BCk-483681,Woodard-Guzman Logistics,02/11/2025,02/10/2025,4,46.8,58730
TRK-Zz25933381,SH-EEx-665606,"Harris, Adams and Martin Logistics",09/03/2024,09/03/2024,4,18.9,67822
TRK-nf08355790,SH-sgZ-595735,Jordan-Carter Logistics,04/10/2026,04/11/2026,4,23.6,06318
TRK-nr73852038,SH-clv-772504,Johnson-Griffin Logistics,04/14/2024,04/17/2024,4,36.5,12927
TRK-FI73578202,SH-OIu-898810,Jordan-Carter Logistics,08/22/2025,08/23/2025,4,8.5,97084
TRK-UG09683397,SH-GsW-872357,Johnson-Griffin Logistics,11/17/2025,11/19/2025,4,12.2,58913
TRK-yD57723515,SH-shb-720802,"Griffin, Brown and Lawrence Logistics",01/05/2025,,6,40.3,38571
TRK-WE66489601,SH-phz-150749,Jordan-Carter Logistics,11/09/2025,11/10/2025,4,20.9,97943
TRK-sZ06309360,SH-OxO-816115,"Johnson, Davies and Cortez Logistics",01/19/2025,01/22/2025,4,18.4,56753
TRK-sN11021748,SH-CQP-613404,Marshall Ltd Logistics,01/10/2025,01/10/2025,4,6.5,84507
TRK-lO79594051,SH-cPJ-004584,Johnson-Griffin Logistics,12/30/2024,12/29/2024,4,13.8,28460
TRK-XX03352511,SH-RcP-270699,Woodard-Guzman Logistics,06/17/2025,06/18/2025,4,6.5,87326
TRK-xQ45503398,SH-PwV-949356,"Harris, Adams and Martin Logistics",01/21/2025,01/22/2025,4,37.6,68401
TRK-ae24485640,SH-nzs-803638,"Griffin, Brown and Lawrence Logistics",09/09/2025,09/09/2025,4,42.3,38897
TRK-aO18587157,SH-FcH-245581,"Griffin, Brown and Lawrence Logistics",03/28/2025,03/27/2025,4,10.1,97407
TRK-pd91131998,SH-rPO-351424,"Harris, Adams and Martin Logistics",10/04/2025,10/06/2025,4,35.9,71000
TRK-Vp27722331,SH-XcU-966390,"Griffin, Brown and Lawrence Logistics",01/05/2026,01/06/2026,4,37.3,94527
TRK-Nu57324696,SH-SUJ-539804,Jordan-Carter Logistics,05/01/2024,04/30/2024,4,19.4,64702
TRK-hP53048004,SH-taR-867251,"Johnson, Davies and Cortez Logistics",01/15/2026,01/14/2026,4,14.0,85659
TRK-Vh46701090,SH-Cne-170998,"Johnson, Davies and Cortez Logistics",06/09/2025,06/08/2025,4,0.8,49877
TRK-FI09351852,SH-IJg-098166,Johnson-Griffin Logistics,04/03/2025,04/05/2025,4,32.2,62067
TRK-GO50439148,SH-Jgx-846912,Marshall Ltd Logistics,04/23/2024,04/28/2024,4,16.5,34752
TRK-jc67276002,SH-jxC-645466,Marshall Ltd Logistics,05/20/2024,05/25/2024,4,27.3,81948
TRK-ti65393972,SH-CzL-253612,Kramer and Sons Logistics,09/28/2024,09/28/2024,4,15.5,47875
TRK-Ot62842787,SH-YVO-622957,Woodard-Guzman Logistics,04/04/2025,04/05/2025,4,3.6,95948
TRK-tA77556681,SH-dOK-474508,Marshall Ltd Logistics,06/04/2025,06/09/2025,4,32.0,11314
TRK-Vg70485435,SH-fWv-971733,Johnson-Griffin Logistics,07/30/2025,08/01/2025,4,0.7,12108
TRK-uk58791627,SH-fqX-160426,"Harris, Adams and Martin Logistics",11/02/2025,11/01/2025,4,34.9,85344
TRK-gR04258452,SH-Xgx-165044,"Johnson, Davies and Cortez Logistics",10/10/2024,,3,18.2,39409
TRK-Zz97672632,SH-YAV-445829,Johnson-Griffin Logistics,08/20/2024,08/21/2024,4,27.8,11429
TRK-fZ99701354,SH-UDJ-541913,"Griffin, Brown and Lawrence Logistics",06/18/2025,06/23/2025,4,49.7,93801
TRK-Ib62731148,SH-MmZ-987620,"Johnson, Davies and Cortez Logistics",05/11/2024,05/10/2024,4,1.5,30067
TRK-EL40185529,SH-Vkt-373965,"Johnson, Davies and Cortez Logistics",05/19/2025,,5,34.4,47642
TRK-pC45507588,SH-tBq-760741,Jordan-Carter Logistics,02/02/2026,02/02/2026,4,14.9,51435
TRK-Ha30851079,SH-wms-402613,Woodard-Guzman Logistics,12/24/2025,12/23/2025,4,41.7,33822
TRK-Sx31454945,SH-Ujf-618326,"Griffin, Brown and Lawrence Logistics",12/31/2024,12/31/2024,4,27.1,05321
TRK-IY17125793,SH-KQw-415510,Woodard-Guzman Logistics,09/08/2024,09/08/2024,4,3.0,73998
TRK-Bm59712037,SH-xzI-252750,"Harris, Adams and Martin Logistics",10/21/2024,10/26/2024,4,17.8,53207
TRK-Cm70379634,SH-Eej-482072,Johnson-Griffin Logistics,05/19/2024,05/24/2024,4,22.9,64138
TRK-WI74295066,SH-gUY-029378,"Harris, Adams and Martin Logistics",09/03/2024,09/03/2024,4,49.6,89579
TRK-LJ06669881,SH-jAi-672733,Kramer and Sons Logistics,10/13/2024,,3,8.4,03720
TRK-CR88451553,SH-GYG-674695,"Griffin, Brown and Lawrence Logistics",03/13/2025,03/12/2025,4,6.1,35329
TRK-hn00765834,SH-WsL-946877,"Griffin, Brown and Lawrence Logistics",12/30/2025,12/30/2025,4,9.3,85304
TRK-JE63491209,SH-Yem-944993,"Griffin, Brown and Lawrence Logistics",08/29/2025,08/30/2025,4,42.3,54728
TRK-wf94182541,SH-qTM-572668,Jordan-Carter Logistics,02/11/2025,02/10/2025,4,5.4,46531
TRK-oI68191424,SH-PGn-053667,Jordan-Carter Logistics,03/19/2026,03/21/2026,4,33.7,89564
TRK-zn44858868,SH-gEC-031613,Woodard-Guzman Logistics,10/20/2025,10/22/2025,4,9.0,28914
TRK-ap03722182,SH-RIo-534038,Woodard-Guzman Logistics,06/26/2025,06/26/2025,4,48.6,21037
TRK-XC23714287,SH-zzr-151801,Johnson-Griffin Logistics,08/22/2024,08/23/2024,4,5.3,38573
TRK-jQ88163090,SH-dhM-023628,Kramer and Sons Logistics,05/15/2025,,3,16.3,61023
TRK-fi39955854,SH-wrX-895311,"Johnson, Davies and Cortez Logistics",09/11/2024,,5,30.2,87013
TRK-Uy10161687,SH-Fpq-397815,"Griffin, Brown and Lawrence Logistics",01/14/2026,01/13/2026,4,2.0,92608
TRK-Ns43739184,SH-aGA-591066,Johnson-Griffin Logistics,11/20/2025,11/20/2025,4,38.2,42482
TRK-CP68998884,SH-PlZ-046026,"Harris, Adams and Martin Logistics",01/11/2025,01/11/2025,4,14.6,81227
TRK-PB95439218,SH-gOY-789225,"Harris, Adams and Martin Logistics",07/25/2024,07/24/2024,4,44.1,03664
TRK-Gq43245826,SH-Aie-261350,Kramer and Sons Logistics,05/22/2025,05/25/2025,4,17.1,70101
TRK-hV05435150,SH-Pbz-157997,Woodard-Guzman Logistics,11/09/2024,11/08/2024,4,47.5,15390
TRK-fl32792825,SH-EPw-981099,"Johnson, Davies and Cortez Logistics",07/18/2024,07/20/2024,4,45.7,46792
TRK-IZ17283357,SH-InA-686650,"Harris, Adams and Martin Logistics",08/21/2024,08/21/2024,4,9.4,35591
TRK-UW24871516,SH-CoE-682140,Kramer and Sons Logistics,05/16/2025,05/16/2025,4,25.4,16096
TRK-ul71483970,SH-Lbm-087143,Kramer and Sons Logistics,03/28/2026,,5,24.7,28476
TRK-uu80563626,SH-lzY-920056,Jordan-Carter Logistics,07/05/2025,07/10/2025,4,35.7,41919
TRK-vN92398136,SH-PCN-247485,"Johnson, Davies and Cortez Logistics",04/21/2024,04/20/2024,4,37.2,06693
TRK-Mw48458789,SH-kDo-889213,Jordan-Carter Logistics,05/07/2025,05/08/2025,4,36.4,43117
TRK-LC22561807,SH-iKD-522932,"Johnson, Davies and Cortez Logistics",05/09/2025,,5,16.0,18408
TRK-ZF46898414,SH-LQR-254014,Johnson-Griffin Logistics,08/18/2025,08/17/2025,4,29.3,38157
TRK-cg72690822,SH-GIz-475431,Marshall Ltd Logistics,10/09/2024,10/08/2024,4,9.4,25246
TRK-Bh70297785,SH-dEO-594780,Kramer and Sons Logistics,11/12/2025,11/13/2025,4,41.8,08498
TRK-ki26572048,SH-AMH-924636,Johnson-Griffin Logistics,12/04/2025,,3,31.8,71477
TRK-Lg79903177,SH-IpI-555045,Kramer and Sons Logistics,10/11/2024,,6,42.6,75457
TRK-RG94139560,SH-LdU-007709,"Griffin, Brown and Lawrence Logistics",04/04/2025,04/06/2025,4,22.2,53405
TRK-TG75362108,SH-LTG-721135,Jordan-Carter Logistics,08/26/2024,08/28/2024,4,41.8,60991
TRK-gF05617079,SH-qbh-315696,Johnson-Griffin Logistics,08/23/2024,08/24/2024,4,9.4,25216
TRK-QY47623959,SH-laB-019335,Woodard-Guzman Logistics,11/20/2024,11/21/2024,4,1.6,39638
TRK-Py93894051,SH-yVr-260931,Woodard-Guzman Logistics,08/10/2024,08/13/2024,4,40.0,71357
TRK-WP43476628,SH-gsd-663316,Jordan-Carter Logistics,07/24/2024,07/24/2024,4,15.4,73222
TRK-Ry71418626,SH-fSC-231017,"Griffin, Brown and Lawrence Logistics",01/31/2026,,6,34.6,11916
TRK-qi68643005,SH-vWh-945740,Kramer and Sons Logistics,07/18/2024,07/17/2024,4,19.5,29948
TRK-Eg33675379,SH-Taa-950819,Johnson-Griffin Logistics,06/21/2025,06/22/2025,4,6.3,45456
TRK-aw36290773,SH-ZAo-567352,Marshall Ltd Logistics,12/26/2025,12/31/2025,4,31.6,24678
TRK-DK21689427,SH-lqh-517635,Johnson-Griffin Logistics,12/27/2024,12/27/2024,4,15.9,44860
TRK-qt63546640,SH-gdz-022867,"Harris, Adams and Martin Logistics",09/29/2024,09/29/2024,4,37.1,25968
TRK-rL23792457,SH-mxC-602492,"Harris, Adams and Martin Logistics",01/31/2025,02/01/2025,4,23.0,35011
TRK-RQ92026144,SH-EfF-414905,"Griffin, Brown and Lawrence Logistics",02/22/2025,02/22/2025,4,4.5,69805
TRK-qP15190365,SH-zhu-799752,Jordan-Carter Logistics,08/06/2024,08/09/2024,4,12.3,16951
TRK-Ql17470046,SH-UJp-898916,"Harris, Adams and Martin Logistics",05/05/2025,05/07/2025,4,4.4,36332
TRK-UK39297877,SH-kUq-151114,Johnson-Griffin Logistics,06/30/2024,06/29/2024,4,32.8,25083
TRK-pV91272998,SH-Cne-484546,Johnson-Griffin Logistics,07/07/2024,07/07/2024,4,46.0,30022
TRK-JF61567397,SH-KaR-371741,"Griffin, Brown and Lawrence Logistics",02/10/2026,02/10/2026,4,14.1,73547
TRK-iu61500918,SH-wEV-954508,Marshall Ltd Logistics,02/11/2025,02/12/2025,4,13.5,52462
TRK-ej12829555,SH-zfD-340117,Marshall Ltd Logistics,11/30/2025,11/30/2025,4,28.2,14375
TRK-gM69906737,SH-CnI-130112,Marshall Ltd Logistics,04/28/2024,04/28/2024,4,5.6,58600
TRK-bM54569777,SH-puE-181720,Marshall Ltd Logistics,09/20/2024,09/25/2024,4,38.0,32039
TRK-Wj82020718,SH-KeQ-564001,"Johnson, Davies and Cortez Logistics",06/09/2025,06/09/2025,4,46.5,45772
